|['why six feet?\xa0is that really far enough to protect you and others?\r\n.\r\n.\r\n.\r\n#empirestatebuilding #esb #madisonsquarepark #citygrammers #illtones #coronavirus #corona #virus #isolation #covid19 #emptystreets #emptynyc… https://t.co/hu2bqrp2q4']|
|["🐾🐾🐾 huge shoutout to von'colby ardoin for your patience due to this  corona virus 🦠 we had to make different arrangements to have this beautiful shipoo puppy shipped from north carolina to louisiana ‼️‼️‼️ the wait is… https://t.co/oxzw94k01z"]|
|['corona got me like! #coronavirus  #covid19 @ los angeles/hollywood california https://t.co/qfpwwtv9kb']|
|['lots of folks with way to much alone time.\r\n\r\n#covid19 #coronavirus #corona #quagmire #vaseline #porn #internet #familyguy #quarantine #art #actor #atlanta #miami #seattle #losangeles #la #newyorkcity #ny #boston… https://t.co/npwvclkijf']|
|['kbev crew producing the corona virus special.\r\n#crew #corona @ beverly hills, california https://t.co/e93bbwttfq']|
|['mrs. elisa’s 6pm adult ballet class is staying on their toes and keeping their heads up!!🤩🤩🤣 looks like they’re keeping their arms up too🤣 #ballet #class #adult #stayhome #staysafe #stayhealthy #corona #coronavirus… https://t.co/fuqrl8uufi']|
|['#flattenthecurve #socialdistancing #corona #love #community #communityovercorona #berniesanders #covoid19 #communityovercoronavirus #workfromhome #anxiety @ the herculean https://t.co/mkyhsywhiz']|
|['❤️community over corona, support local business, elko county strong ❤️\r\n•\r\nwe are all in this together! when you support a local business...you are supporting a family, a friend, a community! businesses new and… https://t.co/vzwhsn1jig']|
|['#covid19 #corona #coronamemes \r\n#nonazijoe \r\n#revolution \r\n#impassive \r\n#thebeginningisnear \r\n#faafo \r\n#bernieorrevolution 2020 💯\r\n#berniesanders #bernie2020\r\n#squad2020 #trump is fucked\r\n#fridaysforfuture #love… https://t.co/sfywf2ozzu']|
|['trump should be authentic (true to his values).  corona virus threatens 1% of the population.  unemployment threatens 100% of the population. @ logan county, west virginia https://t.co/iz8gihyofq']|
|['during this daily home broadcast period i’ve learned so many efficiency workflow improvements.  some that i’ll be taking back to the studio.  some i will not.\r\n#corona #shelterinplace @ roseville, california https://t.co/gr2hv3mvda']|
|['for those of you that didn’t see the 11:00 p.m.  news last wednesday...i had what some believe was a concussion. i was on my way to host a virtual open house for my listing in corona.  thanks to @sociallysavvypr and… https://t.co/vynydksfyk']|
|['take a look at yourself in the mirror\U0001f90d #corona #tiktok @ new orleans, louisiana https://t.co/dvtwk210qj']|
|['if a bat didn’t start the baby back bitch #corona🦠🦠🦠 i bet a punk ass pigeon started it. - drinking a feeding pigeons by @monkishbrewing @ hermosa beach - the strand  — https://t.co/c34shtt7ke']|
|['daniel &amp; i can’t really celebrate “out” today. thanks corona.\r\ndaniel broke his toe and sprained his knee yesterday morning, so he took today and slept off some of the pain.\r\ni worked. then… https://t.co/rzgd707xtn']|
|['find your beach. #corona #medicine @ plano, texas https://t.co/dxxhv1pu0l']|
